Date,Time,ecg1,ecg2,ecg3,ecg4,ecg5
2021-04-07,16:21:53.035000,-0.0030478000000000002,-0.0015897,0.0014214,-0.0009285999999999999,-0.0010857999999999998
2021-04-07,16:21:53.037000,-0.0029230999999999997,-0.0015884,0.0013936,-0.00098686,-0.0011405999999999999
2021-04-07,16:21:53.039000,-0.0027809,-0.0015804999999999999,0.0013505999999999998,-0.0010457,-0.0011815999999999999
2021-04-07,16:21:53.041000,-0.0026639,-0.0015876,0.0013095000000000001,-0.0010974000000000001,-0.0012195
2021-04-07,16:21:53.043000,-0.0025702,-0.0015949000000000002,0.0012804000000000001,-0.0011439,-0.0012711999999999999
2021-04-07,16:21:53.045000,-0.0024890999999999997,-0.0016047000000000001,0.0012577999999999999,-0.0011883,-0.0012973
2021-04-07,16:21:53.047000,-0.0024178,-0.0016170000000000002,0.0012536,-0.0012311,-0.0013058
2021-04-07,16:21:53.049000,-0.002337,-0.0016187999999999999,0.0012401,-0.0012686,-0.0013494000000000002
2021-04-07,16:21:53.051000,-0.0022433,-0.0016028,0.0012092000000000001,-0.0013177999999999998,-0.0013920999999999998
2021-04-07,16:21:53.053000,-0.0021478,-0.0015895999999999998,0.0011821,-0.0013743,-0.0014154000000000003
2021-04-07,16:21:53.055000,-0.0020589000000000002,-0.0015934,0.0011555,-0.0014133,-0.0014463
2021-04-07,16:21:53.057000,-0.0019795000000000004,-0.0015953,0.0011319000000000001,-0.0014479,-0.0014678
2021-04-07,16:21:53.059000,-0.0019148,-0.0016097000000000001,0.0011197000000000002,-0.0014827,-0.0014847999999999999
2021-04-07,16:21:53.061000,-0.0018625999999999998,-0.0016105,0.0011227000000000001,-0.0015103,-0.0014993
2021-04-07,16:21:53.063000,-0.0018475999999999998,-0.0015960999999999998,0.0011225999999999999,-0.0015279999999999998,-0.0015015999999999999
2021-04-07,16:21:53.065000,-0.0018649,-0.0016154,0.0011148,-0.0015305,-0.0014997
2021-04-07,16:21:53.067000,-0.0018640999999999998,-0.0016139,0.0011214999999999999,-0.0015459000000000002,-0.0015011
2021-04-07,16:21:53.069000,-0.0018644000000000002,-0.0015999,0.0011207,-0.0015738,-0.0015164999999999998
2021-04-07,16:21:53.071000,-0.0018753,-0.0016182000000000002,0.0011089000000000001,-0.0015880999999999998,-0.0015206
2021-04-07,16:21:53.073000,-0.0018567,-0.0016222,0.0011015,-0.0016061,-0.0015132
2021-04-07,16:21:53.075000,-0.001811,-0.0016157,0.0010847,-0.0016324999999999998,-0.0015194000000000002
2021-04-07,16:21:53.077000,-0.0017750999999999997,-0.0016102,0.0010764000000000001,-0.0016588000000000002,-0.0015295999999999999
2021-04-07,16:21:53.079000,-0.0017725999999999998,-0.0016232,0.0010743,-0.0016775,-0.0015492000000000001
2021-04-07,16:21:53.081000,-0.0017954999999999998,-0.0016533000000000001,0.0010708,-0.0016832000000000001,-0.0015532
2021-04-07,16:21:53.083000,-0.0018280000000000002,-0.0016529,0.0010904000000000003,-0.0016925,-0.0015269
2021-04-07,16:21:53.085000,-0.0018826000000000001,-0.0016552,0.0011070000000000001,-0.001684,-0.0015112
2021-04-07,16:21:53.087000,-0.001961,-0.0016692,0.001117,-0.0016635999999999999,-0.0014989
2021-04-07,16:21:53.089000,-0.0020325,-0.0016741,0.001134,-0.0016629000000000001,-0.0014627000000000002
2021-04-07,16:21:53.091000,-0.0020923,-0.0016775,0.0011255,-0.0016489,-0.0014254
2021-04-07,16:21:53.093000,-0.0021271999999999997,-0.0016719999999999999,0.0011087999999999998,-0.0016427,-0.0014123
2021-04-07,16:21:53.095000,-0.0021715999999999997,-0.0016847000000000001,0.0011002,-0.0016481999999999998,-0.001407
2021-04-07,16:21:53.097000,-0.0022495,-0.0017120999999999998,0.0010892999999999999,-0.0016320999999999998,-0.0014049000000000002
2021-04-07,16:21:53.099000,-0.0023111,-0.0017292000000000002,0.0010844000000000001,-0.0016283,-0.0014004000000000002
2021-04-07,16:21:53.101000,-0.0024048999999999997,-0.0017324999999999999,0.0010798,-0.0016117,-0.0013642
2021-04-07,16:21:53.103000,-0.0025026,-0.0017115,0.0010866,-0.0015797,-0.001303
2021-04-07,16:21:53.105000,-0.0026229,-0.0017010999999999999,0.0010866,-0.0015379,-0.0012438
2021-04-07,16:21:53.107000,-0.0027688,-0.0017175,0.0010819,-0.0014991,-0.0012040999999999998
2021-04-07,16:21:53.109000,-0.0029004,-0.0017410999999999998,0.0010826,-0.0014775,-0.0011603
2021-04-07,16:21:53.111000,-0.0030941999999999996,-0.0017629000000000002,0.0010543,-0.0014219,-0.0011242000000000001
2021-04-07,16:21:53.113000,-0.003149,-0.0017648,0.0010475999999999999,-0.0014187000000000002,-0.0010852
2021-04-07,16:21:53.115000,-0.0032838999999999998,-0.0017605999999999998,0.0010293,-0.0013874,-0.0010293
2021-04-07,16:21:53.117000,-0.0033988,-0.0017454999999999999,0.00099564,-0.0013460000000000002,-0.001023
2021-04-07,16:21:53.119000,-0.0033364,-0.0017222000000000001,0.0009895,-0.0013783,-0.00093352
2021-04-07,16:21:53.121000,-0.003713,-0.0017274999999999999,0.00092759,-0.0012640000000000001,-0.0009481
2021-04-07,16:21:53.123000,-0.0034586999999999994,-0.0017157,0.00098508,-0.0013849,-0.0012649
2021-04-07,16:21:53.125000,-0.0029125,-0.0017097000000000002,0.0010876,-0.0016087,-0.0012332
2021-04-07,16:21:53.127000,-0.0036923999999999998,-0.0017498000000000001,0.00096575,-0.0013245,-0.00086856
2021-04-07,16:21:53.129000,-0.0041284,-0.0017422,0.00090472,-0.0011654000000000002,-0.0007934
2021-04-07,16:21:53.131000,-0.0039052,-0.0017055,0.00093478,-0.0012612,-0.00080605
2021-04-07,16:21:53.133000,-0.0040836,-0.001693,0.00088057,-0.0012114,-0.00075338
2021-04-07,16:21:53.135000,-0.0040866,-0.0016883,0.00086065,-0.0012273,-0.00074652
2021-04-07,16:21:53.137000,-0.0041243,-0.0017012000000000002,0.0008437000000000001,-0.0012192,-0.00072662
2021-04-07,16:21:53.139000,-0.0042574,-0.0016971,0.00082604,-0.0011685999999999999,-0.00070139
2021-04-07,16:21:53.141000,-0.0042982,-0.0016908000000000001,0.00083729,-0.0011605,-0.00064677
2021-04-07,16:21:53.143000,-0.0044926,-0.0016992,0.00082895,-0.0011052999999999998,-0.00057422
2021-04-07,16:21:53.145000,-0.004646,-0.0016803,0.00083637,-0.0010777999999999999,-0.00052718
2021-04-07,16:21:53.147000,-0.0047926999999999996,-0.0016690000000000001,0.00084691,-0.0010527999999999998,-0.00047785
2021-04-07,16:21:53.149000,-0.004975899999999999,-0.001667,0.00084814,-0.0010079000000000002,-0.00042034
2021-04-07,16:21:53.151000,-0.0050757,-0.0016611,0.0008601,-0.00099239,-0.0003682
2021-04-07,16:21:53.153000,-0.0051749,-0.0016830999999999999,0.00085722,-0.00097709,-0.00034136
2021-04-07,16:21:53.155000,-0.0052818000000000006,-0.0016852999999999998,0.0008496,-0.0009574999999999999,-0.00031319
2021-04-07,16:21:53.157000,-0.0053686,-0.001662,0.00084897,-0.00093833,-0.00027489999999999996
2021-04-07,16:21:53.159000,-0.0054453,-0.0016526,0.00083716,-0.00092104,-0.0002537
2021-04-07,16:21:53.161000,-0.0055406000000000006,-0.0016294,0.00083693,-0.00089853,-0.00021739
2021-04-07,16:21:53.163000,-0.005664,-0.0016109000000000002,0.00084914,-0.00086915,-0.0001716
2021-04-07,16:21:53.165000,-0.005792,-0.00161,0.0008535999999999999,-0.00084024,-0.00012022
2021-04-07,16:21:53.167000,-0.0059257,-0.0016012,0.00085601,-0.00081263,-5.7029e-05
2021-04-07,16:21:53.169000,-0.0060261,-0.0016000999999999997,0.00084097,-0.00079274,-3.1759e-05
2021-04-07,16:21:53.171000,-0.0060965,-0.0016012,0.00081954,-0.0007804999999999999,-7.326e-06
2021-04-07,16:21:53.173000,-0.0061358,-0.0015888,0.00080102,-0.00078696,2.133e-05
2021-04-07,16:21:53.175000,-0.0061324,-0.0015832,0.00077058,-0.000802,2.1598000000000002e-05
2021-04-07,16:21:53.177000,-0.006155699999999999,-0.0015857000000000002,0.00073998,-0.00082003,5.058e-05
2021-04-07,16:21:53.179000,-0.0061524,-0.001577,0.0007053999999999999,-0.00084013,4.8893e-05
2021-04-07,16:21:53.181000,-0.0061576,-0.0016016,0.00066743,-0.00084606,1.5985e-05
2021-04-07,16:21:53.183000,-0.006176,-0.0016102,0.0006357,-0.00085488,1.4281e-05
2021-04-07,16:21:53.185000,-0.0061305,-0.0015654000000000002,0.00060378,-0.00086948,2.7804e-06
2021-04-07,16:21:53.187000,-0.0061147,-0.0015676,0.00057008,-0.0008949,1.8511e-05
2021-04-07,16:21:53.189000,-0.0060109,-0.001541,0.00052878,-0.00091988,-2.0107999999999998e-05
2021-04-07,16:21:53.191000,-0.0059009,-0.0015305,0.00045555,-0.00097061,-5.3008000000000005e-05
2021-04-07,16:21:53.193000,-0.0057167,-0.0015163,0.00037694,-0.0010502,-8.1194e-05
2021-04-07,16:21:53.195000,-0.0054224,-0.0014898,0.00029148,-0.0011116,-0.00021616
2021-04-07,16:21:53.197000,-0.0052753999999999995,-0.00156,0.00016599,-0.0012269,-0.00023964
2021-04-07,16:21:53.199000,-0.0048801,-0.0014758,5.9155e-05,-0.001328,-0.00041702
2021-04-07,16:21:53.201000,-0.0046514,-0.0015389000000000002,-6.509199999999999e-05,-0.0014309000000000001,-0.00049734
2021-04-07,16:21:53.203000,-0.0044782,-0.0015281,-0.00011824,-0.0015038,-0.00048259
2021-04-07,16:21:53.205000,-0.0042839,-0.0014364,-0.000153,-0.0014918,-0.00069084
2021-04-07,16:21:53.207000,-0.0043935,-0.0015972999999999998,-0.00029344,-0.0016118999999999999,-0.0004779
2021-04-07,16:21:53.209000,-0.0038591999999999997,-0.0013103,-0.00033363,-0.0016081,-0.00072953
2021-04-07,16:21:53.211000,-0.004019,-0.0015949999999999998,-0.00051455,-0.0017195999999999997,-0.00069723
2021-04-07,16:21:53.213000,-0.0036339,-0.0014833000000000001,-0.00059109,-0.0018618999999999999,-0.00063095
2021-04-07,16:21:53.215000,-0.0031074,-0.0012776,-0.00065936,-0.0018277,-0.0012163
2021-04-07,16:21:53.217000,-0.0035493,-0.0018239999999999999,-0.00091996,-0.0021392,-0.00060297
2021-04-07,16:21:53.219000,-0.0021427,-0.00096673,-0.00078584,-0.0019785000000000002,-0.0014674000000000002
2021-04-07,16:21:53.221000,-0.0031149000000000003,-0.001894,-0.0011117000000000002,-0.0022041,-0.0010537
2021-04-07,16:21:53.223000,-0.0021352,-0.0012929999999999999,-0.0010385,-0.0023497,-0.00088289
2021-04-07,16:21:53.225000,-0.0016049,-0.0010305,-0.001051,-0.0020704,-0.0021590999999999997
2021-04-07,16:21:53.227000,-0.0033731,-0.0025104,-0.0015198,-0.0027794,1.2798e-06
2021-04-07,16:21:53.229000,0.00022389,0.00012871,-0.00090637,-0.0020397,-0.0027198
2021-04-07,16:21:53.231000,-0.003846,-0.0030835,-0.0018261,-0.0027526,-0.00070106
2021-04-07,16:21:53.233000,-0.00040125,-0.00058164,-0.0012509,-0.0027418000000000004,-0.00090548
2021-04-07,16:21:53.235000,-0.00045364,-0.00074528,-0.0013743,-0.0019827,-0.0039264
2021-04-07,16:21:53.237000,-0.0049893,-0.0043275,-0.0023899999999999998,-0.0039542,0.002484
2021-04-07,16:21:53.239000,0.0052633,0.0033989000000000003,-0.00045969999999999995,-0.0014148,-0.0062409
2021-04-07,16:21:53.241000,-0.0083462,-0.0070209999999999995,-0.0032853,-0.0039075,0.0016929000000000002
2021-04-07,16:21:53.243000,0.0041667,0.0024548,-0.00086464,-0.0030096999999999997,-0.0011219000000000001
2021-04-07,16:21:53.245000,-3.1094000000000004e-05,-0.00086327,-0.001809,-0.0012064,-0.008013600000000001
2021-04-07,16:21:53.247000,-0.010516,-0.009053,-0.004044300000000001,-0.0067462,0.010511
2021-04-07,16:21:53.249000,0.018992,0.013184999999999999,0.0017085000000000002,0.0014392,-0.017519999999999997
2021-04-07,16:21:53.251000,-0.024509,-0.020219,-0.0071398,-0.007295,0.010625
2021-04-07,16:21:53.253000,0.020181,0.013567,0.0015902999999999998,-0.0030533,-0.0028217
2021-04-07,16:21:53.255000,-0.00046077,-0.0024498000000000002,-0.0027096999999999998,0.0022665,-0.023176
2021-04-07,16:21:53.257000,-0.031947,-0.026674,-0.0091573,-0.018255,0.047053
2021-04-07,16:21:53.259000,0.07874199999999999,0.057486,0.012771,0.01948,-0.081123
2021-04-07,16:21:53.261000,-0.1222,-0.095814,-0.027462999999999998,-0.034259,0.09826599999999999
2021-04-07,16:21:53.263000,0.15989,0.11903,0.028817000000000002,-0.12294000000000001,0.42368
2021-04-07,16:21:53.265000,0.6711699999999999,0.50859,0.13085,-0.0237,0.098183
2021-04-07,16:21:53.267000,0.15997,0.11904,0.028736,0.020388,-0.08131000000000001
2021-04-07,16:21:53.269000,-0.12197999999999999,-0.095808,-0.027566000000000004,-0.019774,0.046777
2021-04-07,16:21:53.271000,0.07911699999999999,0.05745700000000001,0.012622,0.002896,-0.023525
2021-04-07,16:21:53.273000,-0.03141,-0.026704000000000002,-0.009403100000000001,-0.0043493,-0.0032625
2021-04-07,16:21:53.275000,0.00027715,-0.0024989,-0.0030311,-0.0077153000000000005,0.010112000000000001
2021-04-07,16:21:53.277000,0.021091,0.013456999999999998,0.0012240999999999999,0.00061615,-0.018076
2021-04-07,16:21:53.279000,-0.023471000000000002,-0.020338,-0.0075622,-0.0078717,0.0099125
2021-04-07,16:21:53.281000,0.020059999999999998,0.013065,0.001268,-0.0019271000000000002,-0.0086226
2021-04-07,16:21:53.283000,-0.0095244,-0.009209899999999998,-0.0044585,-0.004153199999999999,-0.0016673999999999999
2021-04-07,16:21:53.285000,0.00077915,-0.0010347000000000002,-0.0022164999999999997,-0.0046765,0.0012532
2021-04-07,16:21:53.287000,0.004633699999999999,0.0022879000000000003,-0.0012453,-0.0022286999999999997,-0.0065693
2021-04-07,16:21:53.289000,-0.008253100000000001,-0.007201000000000001,-0.0036144,-0.0047246,0.0022997
2021-04-07,16:21:53.291000,0.0050094,0.003232,-0.00076232,-0.0025656999999999998,-0.0039775999999999995
2021-04-07,16:21:53.293000,-0.005566399999999999,-0.0044549,-0.0026824,-0.0034268000000000002,-0.0008315
